c_function,c_file,c_line,c_signature,tool_claim,tool_claim_resolved,tool_claim_status,tool_claim_defined_in_rust,tool_verifi_tag,name_eq,matcher_forced,matcher_forced_score,matcher_forced_conf,matcher_deploy,prior,truth,truth_note
readBits,lodepng.c,575,"(reader: LodePNGBitReader *, nbits: size_t) -> unsigned int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:575-579 readBits(reader: LodePNGBitReader *, nbits: size_t) -> unsigned int: peekBits then advanceBits, returns the value. Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 82 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
reverseBits,lodepng.c,582,"(bits: unsigned int, num: unsigned int) -> unsigned int",,,NO_MAP,,,reverseBits,reverseBits,0.378,0.077,reverseBits,single-source,reverseBits,"lodepng.c:582-587 reverseBits(bits, num): for i<num result |= ((bits >> (num-i-1)) & 1) << i -> assembled_unidiomatic.rs:2284-2295 reverseBits: identical loop inside a nested `inner` fn. Genuine. Verified file (translated_code_unidiomatic/functions/reverseBits.rs, unidiomatic_failure_info.json status success, 1 attempt: compiled, linked, 4/4 harness samples passed). Name-eq reverseBits: correct. Forced matcher reverseBits (score 0.378, conf 0.077): correct. Deploy matcher reverseBits: correct."
HuffmanTree_init,lodepng.c,642,(tree: HuffmanTree *) -> void,,,NO_MAP,,,HuffmanTree_init,,,,NONE,single-source,HuffmanTree_init,"lodepng.c:642-647 HuffmanTree_init(tree): codes = lengths = table_len = table_value = 0 -> assembled_unidiomatic.rs:1210-1217 HuffmanTree_init: same four null stores (rs:1212-1215) behind an added `!tree.is_null()` guard (RQ4 widening). Genuine. The forced matcher gave this Rust fn to generateFixedDistanceTree (a NONE row), so this row got no forced assignment. Verified file (translated_code_unidiomatic/functions/HuffmanTree_init.rs, unidiomatic_failure_info.json status success, 1 attempt: compiled, linked, 4/4 harness samples passed). Name-eq HuffmanTree_init: correct. Forced matcher made no assignment for this row (its Rust target was consumed by another C row): a miss, not a wrong pair. Deploy matcher NONE (no proposal): a miss."
HuffmanTree_cleanup,lodepng.c,649,(tree: HuffmanTree *) -> void,,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:649-654 HuffmanTree_cleanup(tree: HuffmanTree *) -> void: frees codes, lengths, table_len, table_value. Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 83 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
HuffmanTree_makeTable,lodepng.c,665,(tree: HuffmanTree *) -> unsigned int,,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:665-779 HuffmanTree_makeTable(tree: HuffmanTree *) -> unsigned int: builds the two-level FIRSTBITS=9 decode table from lengths/codes (115 lines). Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 84 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
HuffmanTree_makeFromLengths2,lodepng.c,786,(tree: HuffmanTree *) -> unsigned int,,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:786-820 HuffmanTree_makeFromLengths2(tree: HuffmanTree *) -> unsigned int: canonical Huffman code assignment from bit lengths (blcount/nextcode). Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 114 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
HuffmanTree_makeFromLengths,lodepng.c,827,"(tree: HuffmanTree *, bitlen: const unsigned int *, numcodes: size_t, maxbitlen: unsigned int) -> unsigned int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:827-836 HuffmanTree_makeFromLengths(tree: HuffmanTree *, bitlen: const unsigned int *, numcodes: size_t, maxbitlen: unsigned int) -> unsigned int: copies lengths, sets numcodes/maxbitlen, calls makeFromLengths2 and makeTable. Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 138 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
bpmnode_create,lodepng.c,866,"(lists: BPMLists *, weight: int, index: unsigned int, tail: BPMNode *) -> BPMNode *",,,NO_MAP,,,bpmnode_create,bpmnode_create,0.316,0.112,bpmnode_create,single-source,bpmnode_create,"lodepng.c:866-892 bpmnode_create(lists, weight, index, tail): if nextfree >= numfree: mark memory in_use=0, walk chains0/chains1 marking in_use=1, rebuild freelist, nextfree=0; then result = freelist[nextfree++], set weight/index/tail -> assembled_unidiomatic.rs:1263-1323 bpmnode_create: same garbage-collect block (rs:1282-1315) and same allocation/assignment (rs:1316-1322), via four nested pointer helpers. Genuine. Verified file (translated_code_unidiomatic/functions/bpmnode_create.rs, unidiomatic_failure_info.json status success, 1 attempt: compiled, linked, 4/4 harness samples passed). Name-eq bpmnode_create: correct. Forced matcher bpmnode_create (score 0.316, conf 0.112): correct. Deploy matcher bpmnode_create: correct."
bpmnode_sort,lodepng.c,895,"(leaves: BPMNode *, num: size_t) -> void",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:895-915 bpmnode_sort(leaves: BPMNode *, num: size_t) -> void: merge sort of leaves by weight. Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 85 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
boundaryPM,lodepng.c,918,"(lists: BPMLists *, leaves: BPMNode *, numpresent: size_t, c: int, num: int) -> void",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:918-941 boundaryPM(lists: BPMLists *, leaves: BPMNode *, numpresent: size_t, c: int, num: int) -> void: one boundary package-merge step over lists/chains. Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 203 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
lodepng_huffman_code_lengths,lodepng.c,943,"(lengths: unsigned int *, frequencies: const unsigned int *, numcodes: size_t, maxbitlen: unsigned int) -> unsigned int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:943-1019 lodepng_huffman_code_lengths(lengths: unsigned int *, frequencies: const unsigned int *, numcodes: size_t, maxbitlen: unsigned int) -> unsigned int: package-merge computation of code lengths from frequencies (77 lines). Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 204 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
HuffmanTree_makeFromFrequencies,lodepng.c,1022,"(tree: HuffmanTree *, frequencies: const unsigned int *, mincodes: size_t, numcodes: size_t, maxbitlen: unsigned int) -> unsigned int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:1022-1034 HuffmanTree_makeFromFrequencies(tree: HuffmanTree *, frequencies: const unsigned int *, mincodes: size_t, numcodes: size_t, maxbitlen: unsigned int) -> unsigned int: lodepng_huffman_code_lengths then HuffmanTree_makeFromLengths. Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 205 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
generateFixedLitLenTree,lodepng.c,1038,(tree: HuffmanTree *) -> unsigned int,,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:1038-1053 generateFixedLitLenTree(tree: HuffmanTree *) -> unsigned int: 288 fixed literal/length code lengths (8/9/7/8 bands) then makeFromLengths. Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 152 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
generateFixedDistanceTree,lodepng.c,1056,(tree: HuffmanTree *) -> unsigned int,,,NO_MAP,,,,HuffmanTree_init,0.242,-0.169,ABSTAIN,single-source,NONE,"lodepng.c:1056-1067 generateFixedDistanceTree(tree: HuffmanTree *) -> unsigned int: 32 distance codes all of length 5 then makeFromLengths. Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 153 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher proposed HuffmanTree_init (score 0.242, conf -0.169): WRONG, the row has no Rust. Deploy matcher ABSTAIN: abstained (correct outcome)."
huffmanDecodeSymbol,lodepng.c,1074,"(reader: LodePNGBitReader *, codetree: const HuffmanTree *) -> unsigned int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:1074-1087 huffmanDecodeSymbol(reader: LodePNGBitReader *, codetree: const HuffmanTree *) -> unsigned int: one symbol via table_len/table_value with ensureBits/advanceBits. Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 86 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
getTreeInflateFixed,lodepng.c,1098,"(tree_ll: HuffmanTree *, tree_d: HuffmanTree *) -> unsigned int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:1098-1102 getTreeInflateFixed(tree_ll: HuffmanTree *, tree_d: HuffmanTree *) -> unsigned int: generateFixedLitLenTree + generateFixedDistanceTree. Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 168 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
getTreeInflateDynamic,lodepng.c,1105,"(tree_ll: HuffmanTree *, tree_d: HuffmanTree *, reader: LodePNGBitReader *) -> unsigned int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lodepng.c:1105-1236 getTreeInflateDynamic(tree_ll: HuffmanTree *, tree_d: HuffmanTree *, reader: LodePNGBitReader *) -> unsigned int: parses HLIT/HDIST/HCLEN and the code-length code into the two dynamic trees (132 lines). Never attempted: SACTOR aborted the whole TU when unit 74 of its dependency order (lodepng_gtofl) failed to link (run1.log:60143 `Failed to link project-level harness for function lodepng_gtofl`; batch_summary.json lodepng.c failed); this function is unit 154 of 235 in that order (run1.log:23 `Function order`), so no LLM call was ever made for it: no entry in unidiomatic_failure_info.json, no file in run1_extracted_rust/, no Rust fn in assembled_unidiomatic.rs / rust_inventory.csv. No other Rust function in the artifact implements this behaviour. Name-eq: no same-name Rust fn (correct). Forced matcher: no proposal (correct). Deploy matcher NONE: correct."
