c_function,c_file,c_line,c_signature,tool_claim,tool_claim_resolved,tool_claim_status,tool_claim_defined_in_rust,tool_verifi_tag,name_eq,matcher_forced,matcher_forced_score,matcher_forced_conf,matcher_deploy,prior,truth,truth_note
getPixelColorsRGBA8,lodepng.c,3326,"(buffer: unsigned char *restrict, numpixels: size_t, in: const unsigned char *restrict, mode: const LodePNGColorMode *) -> void",getPixelColorsRGBA8,getPixelColorsRGBA8,CLAIMED,yes,Fixed_5_Compile_Failed,getPixelColorsRGBA8,update_hash_chain,0.091,-0.246,ABSTAIN,CONFLICT,STUB:getPixelColorsRGBA8,"STUB-ONLY. C lodepng.c:3326 bulk 4-channel conversion loops. Rust src/lodepng.rs:1372 getPixelColorsRGBA8 no-op, doc cites exact C signature (with __restrict). Rejected matcher_forced update_hash_chain @1632."
getPixelColorsRGB8,lodepng.c,3422,"(buffer: unsigned char *restrict, numpixels: size_t, in: const unsigned char *restrict, mode: const LodePNGColorMode *) -> void",getPixelColorsRGB8,getPixelColorsRGB8,CLAIMED,yes,Fixed_5_Compile_Failed,getPixelColorsRGB8,huffman_tree_make_from_lengths,0.141,-0.238,ABSTAIN,CONFLICT,STUB:getPixelColorsRGB8,"STUB-ONLY. C lodepng.c:3422 bulk 3-channel conversion loops. Rust src/lodepng.rs:1388 getPixelColorsRGB8 no-op, doc cites exact C signature. Rejected matcher_forced huffman_tree_make_from_lengths @706."
getPixelColorRGBA16,lodepng.c,3496,"(r: unsigned short *, g: unsigned short *, b: unsigned short *, a: unsigned short *, in: const unsigned char *, i: size_t, mode: const LodePNGColorMode *) -> void",getPixelColorRGBA16,getPixelColorRGBA16,CLAIMED,yes,Fixed_2_Compile_Failed,getPixelColorRGBA16,addChunk_iTXt,0.136,-0.214,ABSTAIN,CONFLICT,STUB:getPixelColorRGBA16,"STUB-ONLY. C lodepng.c:3496 256*in[..]+in[..] reads, 65535 alpha. Rust src/lodepng.rs:1400 getPixelColorRGBA16 no-op, doc cites exact C signature. No 65535 literal anywhere in crate. Rejected matcher_forced addChunk_iTXt @3150."
lodepng_convert,lodepng.c,3522,"(out: unsigned char *, in: const unsigned char *, mode_out: const LodePNGColorMode *, mode_in: const LodePNGColorMode *, w: unsigned int, h: unsigned int) -> unsigned int",lodepng_convert,lodepng_convert,CLAIMED,yes,Fixed_5_Compile_Failed,lodepng_convert,lodepng_convert,0.135,-0.273,ABSTAIN,unanimous,STUB:lodepng_convert,"STUB (Rust body is empty/returns default; correspondence by name+signature+doc-comment only, no body evidence exists in the crate). C 3522-3592 (codes 107, memcpy fast path, palette->palette check). Rust src/lodepng.rs:2551 stub (doc names C fn) and a second same-name stub in src/common/lodepng_mod.rs:122. matcher_forced/tool_claim/same_name agree."
lodepng_convert_rgb,lodepng.c,3603,"(r_out: unsigned int *, g_out: unsigned int *, b_out: unsigned int *, r_in: unsigned int, g_in: unsigned int, b_in: unsigned int, mode_out: const LodePNGColorMode *, mode_in: const LodePNGColorMode *) -> unsigned int",lodepng_convert_rgb,lodepng_convert_rgb,CLAIMED,yes,Fixed_5_Compile_Failed,lodepng_convert_rgb,lodepng_convert_rgb,0.099,-0.335,ABSTAIN,unanimous,STUB:lodepng_convert_rgb,"STUB (Rust body is empty/returns default; correspondence by name+signature+doc-comment only, no body evidence exists in the crate). C 3595-3640 (codes 31/82). Rust src/lodepng.rs:1419 stub, doc names C fn."
lodepng_color_stats_init,lodepng.c,3655,(stats: LodePNGColorStats *) -> void,lodepng_color_stats_init,lodepng_color_stats_init,CLAIMED,yes,Fixed_5_Compile_Failed,lodepng_color_stats_init,lodepng_decompress_settings_init,0.222,-0.223,ABSTAIN,CONFLICT,STUB:lodepng_color_stats_init,"STUB (Rust body is empty/returns default; correspondence by name+signature+doc-comment only, no body evidence exists in the crate). C 3645-3657 (zeroes stats, allow_palette=1). Rust src/lodepng.rs:911 stub, name+signature (Option<&mut LodePNGColorStats>). matcher_forced=lodepng_decompress_settings_init rejected: different name, takes LodePNGDecoderSettings, is the placeholder for C lodepng_decompress_settings_init."
getValueRequiredBits,lodepng.c,3682,(value: unsigned char) -> unsigned int,,,EMPTY,,Fixed_2_Compile_Failed,getValueRequiredBits,getValueRequiredBits,0.305,-0.325,ABSTAIN,single-source,STUB:getValueRequiredBits,"STUB (Rust body is empty/returns default; correspondence by name+signature+doc-comment only, no body evidence exists in the crate). C 3667-3673 (255/85/17 divisibility test). Rust src/lodepng.rs:2165 stub, doc names C fn."
lodepng_compute_color_stats,lodepng.c,3690,"(stats: LodePNGColorStats *, in: const unsigned char *, w: unsigned int, h: unsigned int, mode_in: const LodePNGColorMode *) -> unsigned int",getValueRequiredBits;lodepng_compute_color_stats,getValueRequiredBits,CLAIMED,yes,Fixed_5_Compile_Failed,lodepng_compute_color_stats,lodepng_compute_color_stats,0.16,-0.212,ABSTAIN,CONFLICT,STUB:lodepng_compute_color_stats,"STUB (Rust body is empty/returns default; correspondence by name+signature+doc-comment only, no body evidence exists in the crate). C 3679-3868 (long stats loop, code 83). Rust src/lodepng.rs:2172 stub (doc names C fn) and second same-name stub src/common/lodepng_mod.rs:141. tool_claim=getValueRequiredBits rejected: that is the placeholder for the adjacent C fn getValueRequiredBits (tool span off-by-one)."
lodepng_color_stats_add,lodepng.c,3877,"(stats: LodePNGColorStats *, r: unsigned int, g: unsigned int, b: unsigned int, a: unsigned int) -> unsigned int",lodepng_color_stats_add,lodepng_color_stats_add,CLAIMED,yes,Fixed_5_Compile_Failed,lodepng_color_stats_add,lodepng_color_stats_add,0.194,-0.176,ABSTAIN,unanimous,STUB:lodepng_color_stats_add,"STUB (Rust body is empty/returns default; correspondence by name+signature+doc-comment only, no body evidence exists in the crate). C 3872-3884. Rust src/lodepng.rs:2534 stub, doc names C fn."
auto_choose_color,lodepng.c,3900,"(mode_out: LodePNGColorMode *, mode_in: const LodePNGColorMode *, stats: const LodePNGColorStats *) -> unsigned int",auto_choose_color,auto_choose_color,CLAIMED,yes,Fixed_2_Compile_Failed,auto_choose_color,readChunk_gAMA,0.176,-0.189,ABSTAIN,CONFLICT,STUB:auto_choose_color,"STUB (Rust body is empty/returns default; correspondence by name+signature+doc-comment only, no body evidence exists in the crate). C 3893-3968 (palette_ok/gray_ok heuristics). Rust src/lodepng.rs:2490 stub, doc names C fn (mode_in oddly typed LodePNGState). matcher_forced=readChunk_gAMA rejected: unrelated stub for C readChunk_gAMA."
paethPredictor,lodepng.c,3972,"(a: short, b: short, c: short) -> unsigned char",,,EMPTY,,Fixed_1_Compile_Failed,paethPredictor,paethPredictor,0.087,-0.309,ABSTAIN,single-source,STUB:paethPredictor,"STUB (Rust body is empty/returns default; correspondence by name+signature+doc-comment only, no body evidence exists in the crate). C 3975-3987. Rust src/lodepng.rs:831 stub, signature (a,b,c: i16)->u8 matches C short args."
Adam7_getpassvalues,lodepng.c,4003,"(passw: unsigned int[7], passh: unsigned int[7], filter_passstart: size_t[8], padded_passstart: size_t[8], passstart: size_t[8], w: unsigned int, h: unsigned int, bpp: unsigned int) -> void",paethPredictor;Adam7_getpassvalues,paethPredictor,CLAIMED,yes,Fixed_5_Compile_Failed,Adam7_getpassvalues,Adam7_getpassvalues,0.215,-0.154,ABSTAIN,CONFLICT,STUB:Adam7_getpassvalues,"STUB (Rust body is empty/returns default; correspondence by name+signature+doc-comment only, no body evidence exists in the crate). C 4008-4031. Rust src/lodepng.rs:834 stub, signature with [u32;7]/[u64;8] arrays matches C passw/passh/filter_passstart/padded_passstart/passstart. tool_claim=paethPredictor rejected: placeholder for adjacent C paethPredictor (off-by-one)."
lodepng_inspect,lodepng.c,4035,"(w: unsigned int *, h: unsigned int *, state: LodePNGState *, in: const unsigned char *, insize: size_t) -> unsigned int",lodepng_inspect,lodepng_inspect,CLAIMED,yes,Fixed_5_Compile_Failed,lodepng_inspect,lodepng_inspect,0.147,-0.185,ABSTAIN,unanimous,STUB:lodepng_inspect,"STUB (Rust body is empty/returns default; correspondence by name+signature+doc-comment only, no body evidence exists in the crate). C 4041-4102 (codes 27/28/29/32/33/34/48/57/93/94, 'IHDR'). Rust src/lodepng.rs:2521 stub, doc names C fn. No 'IHDR' literal anywhere in crate code."
unfilterScanline,lodepng.c,4099,"(recon: unsigned char *, scanline: const unsigned char *, precon: const unsigned char *, bytewidth: size_t, filterType: unsigned char, length: size_t) -> unsigned int",unfilterScanline,unfilterScanline,CLAIMED,yes,Fixed_5_Compile_Failed,unfilterScanline,unfilterScanline,0.181,-0.231,ABSTAIN,unanimous,STUB:unfilterScanline,"STUB (Rust body is empty/returns default; correspondence by name+signature+doc-comment only, no body evidence exists in the crate). C 4106-4204 (recon[i] = scanline[i] + ..., default returns 36). Rust src/lodepng.rs:720 stub, signature matches. translated_segment@src/lodepng.rs:428 is NOT this: it subtracts (scanline[i]-scanline[i-bytewidth]) with 'i < length' loop and 'default: return;' comment, i.e. filterScanline case 1, not the unfilter (which adds and returns 36 on default)."
unfilter,lodepng.c,4229,"(out: unsigned char *, in: const unsigned char *, w: unsigned int, h: unsigned int, bpp: unsigned int) -> unsigned int",unfilter,unfilter,CLAIMED,yes,Fixed_5_Compile_Failed,unfilter,unfilter,0.193,-0.23,ABSTAIN,unanimous,STUB:unfilter,"STUB (Rust body is empty/returns default; correspondence by name+signature+doc-comment only, no body evidence exists in the crate). C 4206-4222. Rust src/lodepng.rs:1100 stub."
Adam7_deinterlace,lodepng.c,4270,"(out: unsigned char *, in: const unsigned char *, w: unsigned int, h: unsigned int, bpp: unsigned int) -> void",Adam7_deinterlace,Adam7_deinterlace,CLAIMED,yes,Fixed_2_Compile_Failed,Adam7_deinterlace,Adam7_interlace,0.183,-0.255,ABSTAIN,CONFLICT,STUB:Adam7_deinterlace,"STUB (Rust body is empty/returns default; correspondence by name+signature+doc-comment only, no body evidence exists in the crate). C 4230-4276. Rust src/lodepng.rs:1160 stub, doc names C fn. matcher_forced=Adam7_interlace rejected: that is the stub for C Adam7_interlace (doc says so, src/lodepng.rs:1171)."
removePaddingBits,lodepng.c,4310,"(out: unsigned char *, in: const unsigned char *, olinebits: size_t, ilinebits: size_t, h: unsigned int) -> void",remove_padding_bits,remove_padding_bits,CLAIMED,yes,Fixed_5_Compile_Failed,,addPaddingBits,0.193,-0.21,ABSTAIN,CONFLICT,STUB:remove_padding_bits,"STUB (Rust body is empty/returns default; correspondence by name+signature+doc-comment only, no body evidence exists in the crate). C 4278-4297. Rust src/lodepng.rs:778 stub, doc names C removePaddingBits. matcher_forced=addPaddingBits rejected: stub for C addPaddingBits (src/lodepng.rs:790)."
postProcessScanlines,lodepng.c,4337,"(out: unsigned char *, in: unsigned char *, w: unsigned int, h: unsigned int, info_png: const LodePNGInfo *) -> unsigned int",post_process_scanlines,post_process_scanlines,CLAIMED,yes,Fixed_5_Compile_Failed,,remove_padding_bits,0.139,-0.247,ABSTAIN,CONFLICT,STUB:post_process_scanlines,"STUB (Rust body is empty/returns default; correspondence by name+signature+doc-comment only, no body evidence exists in the crate). C 4301-4337 (code 31). Rust src/lodepng.rs:2214 stub, doc names C fn. matcher_forced=remove_padding_bits rejected: stub for C removePaddingBits."
readChunk_PLTE,lodepng.c,4380,"(color: LodePNGColorMode *, data: const unsigned char *, chunkLength: size_t) -> unsigned int",readChunk_PLTE,readChunk_PLTE,CLAIMED,yes,Fixed_4_Compile_Failed,readChunk_PLTE,lodepng_add_text,0.137,-0.216,ABSTAIN,CONFLICT,STUB:readChunk_PLTE,"STUB (Rust body is empty/returns default; correspondence by name+signature+doc-comment only, no body evidence exists in the crate). C 4339-4354 (codes 38/83). Rust src/lodepng.rs:1923 stub, doc names C fn. matcher_forced=lodepng_add_text rejected: unrelated stub for C lodepng_add_text."
readChunk_tRNS,lodepng.c,4400,"(color: LodePNGColorMode *, data: const unsigned char *, chunkLength: size_t) -> unsigned int",readChunk_tRNS,readChunk_tRNS,CLAIMED,yes,Fixed_4_Compile_Failed,readChunk_tRNS,lodepng_buffer_file,0.238,-0.068,ABSTAIN,CONFLICT,STUB:readChunk_tRNS,"STUB (Rust body is empty/returns default; correspondence by name+signature+doc-comment only, no body evidence exists in the crate). C 4356-4385 (codes 30/39/41/42). Rust src/lodepng.rs:1437 stub, doc names C fn. matcher_forced=lodepng_buffer_file rejected: unrelated (file-IO stub)."
readChunk_bKGD,lodepng.c,4430,"(info: LodePNGInfo *, data: const unsigned char *, chunkLength: size_t) -> unsigned int",readChunk_bKGD,readChunk_bKGD,CLAIMED,yes,Fixed_5_Compile_Failed,readChunk_bKGD,mbstowcs,0.143,-0.244,ABSTAIN,CONFLICT,STUB:readChunk_bKGD,"STUB (Rust body is empty/returns default; correspondence by name+signature+doc-comment only, no body evidence exists in the crate). C 4390-4418 (codes 43/44/45/103). Rust src/lodepng.rs:1781 stub, doc names C fn. matcher_forced=mbstowcs rejected: libc wrapper, unrelated."
readChunk_tEXt,lodepng.c,4462,"(info: LodePNGInfo *, data: const unsigned char *, chunkLength: size_t) -> unsigned int",readChunk_tEXt,readChunk_tEXt,CLAIMED,yes,Fixed_3_Compile_Failed,readChunk_tEXt,read_bits_from_reversed_stream,0.09,-0.272,ABSTAIN,CONFLICT,STUB:readChunk_tEXt,"STUB (Rust body is empty/returns default; correspondence by name+signature+doc-comment only, no body evidence exists in the crate). C 4421-4457 (codes 83/89). Rust src/lodepng.rs:2456 stub, doc names C fn. matcher_forced=read_bits_from_reversed_stream rejected: bit-reader stub, unrelated."
readChunk_zTXt,lodepng.c,4502,"(info: LodePNGInfo *, decoder: const LodePNGDecoderSettings *, data: const unsigned char *, chunkLength: size_t) -> unsigned int",read_chunk_ztxt,read_chunk_ztxt,CLAIMED,yes,Fixed_3_Compile_Failed,,lodepng_deflatev,0.147,-0.205,ABSTAIN,CONFLICT,STUB:read_chunk_ztxt,"STUB (Rust body is empty/returns default; correspondence by name+signature+doc-comment only, no body evidence exists in the crate). C 4460-4508 (codes 72/75/83/89). Rust src/lodepng.rs:2997 stub, doc names C readChunk_zTXt; call-site 'use' imports it as readChunk_zTXt. matcher_forced=lodepng_deflatev rejected: deflate stub, unrelated."
readChunk_iTXt,lodepng.c,4549,"(info: LodePNGInfo *, decoder: const LodePNGDecoderSettings *, data: const unsigned char *, chunkLength: size_t) -> unsigned int",readChunk_iTXt,readChunk_iTXt,CLAIMED,yes,Fixed_5_Compile_Failed,readChunk_iTXt,getPixelColorsRGBA8,0.104,-0.225,ABSTAIN,CONFLICT,STUB:readChunk_iTXt,"STUB (Rust body is empty/returns default; correspondence by name+signature+doc-comment only, no body evidence exists in the crate). C 4511-4590 (codes 30/72/75/83/89). Rust src/lodepng.rs:3015 stub, doc names C fn. matcher_forced=getPixelColorsRGBA8 rejected: unrelated."
readChunk_tIME,lodepng.c,4635,"(info: LodePNGInfo *, data: const unsigned char *, chunkLength: size_t) -> unsigned int",readChunk_tIME,readChunk_tIME,CLAIMED,yes,Fixed_5_Compile_Failed,readChunk_tIME,peek_bits,0.153,-0.23,ABSTAIN,CONFLICT,STUB:readChunk_tIME,"STUB (Rust body is empty/returns default; correspondence by name+signature+doc-comment only, no body evidence exists in the crate). C 4592-4604 (code 73). Rust src/lodepng.rs:1793 stub with 3 params (info, data, chunkLength) and doc naming C fn; call sites import readChunk_tIME. Also read_chunk_time@src/lodepng.rs:1805 is a 2-param fragment stub ('snippet that manipulates info->time') of the same C fn -- duplicate placeholder, rejected as not the named translation. matcher_forced=peek_bits rejected: unrelated."
readChunk_pHYs,lodepng.c,4649,"(info: LodePNGInfo *, data: const unsigned char *, chunkLength: size_t) -> unsigned int",read_chunk_time,read_chunk_time,CLAIMED,yes,Fixed_5_Compile_Failed,readChunk_pHYs,inflateNoCompression,0.159,-0.192,ABSTAIN,CONFLICT,STUB:readChunk_pHYs,"STUB (Rust body is empty/returns default; correspondence by name+signature+doc-comment only, no body evidence exists in the crate). C 4606-4614 (code 74). Rust src/lodepng.rs:1817 stub, doc names C fn. tool_claim=read_chunk_time rejected: tIME fragment stub (tool span off-by-one). matcher_forced=inflateNoCompression rejected: unrelated."
readChunk_gAMA,lodepng.c,4660,"(info: LodePNGInfo *, data: const unsigned char *, chunkLength: size_t) -> unsigned int",readChunk_pHYs,readChunk_pHYs,CLAIMED,yes,Fixed_5_Compile_Failed,readChunk_gAMA,inflate_no_compression,0.164,-0.202,ABSTAIN,CONFLICT,STUB:readChunk_gAMA,"STUB (Rust body is empty/returns default; correspondence by name+signature+doc-comment only, no body evidence exists in the crate). C 4616-4622 (code 96). Rust src/lodepng.rs:1831 stub, doc names C fn. tool_claim=readChunk_pHYs rejected: placeholder for adjacent C readChunk_pHYs (off-by-one)."
readChunk_cHRM,lodepng.c,4669,"(info: LodePNGInfo *, data: const unsigned char *, chunkLength: size_t) -> unsigned int",readChunk_gAMA;readChunk_cHRM,readChunk_gAMA,CLAIMED,yes,Fixed_5_Compile_Failed,readChunk_cHRM,wcstombs,0.147,-0.241,ABSTAIN,CONFLICT,STUB:readChunk_cHRM,"STUB (Rust body is empty/returns default; correspondence by name+signature+doc-comment only, no body evidence exists in the crate). C 4624-4637 (code 97). Rust src/lodepng.rs:1844 stub, doc names C fn. tool_claim=readChunk_gAMA rejected: off-by-one placeholder."
readChunk_sRGB,lodepng.c,4685,"(info: LodePNGInfo *, data: const unsigned char *, chunkLength: size_t) -> unsigned int",readChunk_sRGB,readChunk_sRGB,CLAIMED,yes,Fixed_5_Compile_Failed,readChunk_sRGB,lodepng_inflate_block_logic,0.165,-0.2,ABSTAIN,CONFLICT,STUB:read_chunk_srgb,"STUB (Rust body is empty/returns default; correspondence by name+signature+doc-comment only, no body evidence exists in the crate). C 4639-4645 (code 98). Rust src/lodepng.rs:3026 stub with the correct 3-param signature ->u32 and doc naming C fn; call sites import 'read_chunk_srgb as readChunk_sRGB'. same_name candidate readChunk_sRGB@src/lodepng.rs:1860 rejected: 2-param, returns (), doc admits 'exact C function name isn't given' -- a fragment placeholder, not the named translation. matcher_forced=lodepng_inflate_block_logic rejected: unrelated."
readChunk_iCCP,lodepng.c,4694,"(info: LodePNGInfo *, decoder: const LodePNGDecoderSettings *, data: const unsigned char *, chunkLength: size_t) -> unsigned int",read_chunk_srgb;read_chunk_iccp,read_chunk_srgb,CLAIMED,yes,Fixed_5_Compile_Failed,,addChunk_IDAT,0.189,-0.163,ABSTAIN,CONFLICT,STUB:read_chunk_iccp,"STUB (Rust body is empty/returns default; correspondence by name+signature+doc-comment only, no body evidence exists in the crate). C 4647-4691 (codes 72/75/83/89). Rust src/lodepng.rs:3043 stub, doc names C fn. tool_claim also lists read_chunk_srgb: rejected (sRGB placeholder). matcher_forced=addChunk_IDAT rejected: unrelated."
readChunk_sBIT,lodepng.c,4735,"(info: LodePNGInfo *, data: const unsigned char *, chunkLength: size_t) -> unsigned int",read_chunk_sbit,read_chunk_sbit,CLAIMED,yes,Fixed_5_Compile_Failed,,readChunk_bKGD,0.19,-0.163,ABSTAIN,CONFLICT,STUB:read_chunk_sbit,"STUB (Rust body is empty/returns default; correspondence by name+signature+doc-comment only, no body evidence exists in the crate). C 4695-4735 (codes 114/115). Rust src/lodepng.rs:1865 stub, doc names C fn. matcher_forced=readChunk_bKGD rejected: bKGD placeholder."
lodepng_inspect_chunk,lodepng.c,4776,"(state: LodePNGState *, pos: size_t, in: const unsigned char *, insize: size_t) -> unsigned int",lodepng_inspect_chunk,lodepng_inspect_chunk,CLAIMED,yes,Fixed_4_Compile_Failed,lodepng_inspect_chunk,lodepng_load_file,0.251,-0.034,ABSTAIN,CONFLICT,STUB:lodepng_inspect_chunk,"STUB (Rust body is empty/returns default; correspondence by name+signature+doc-comment only, no body evidence exists in the crate). C 4738-4795 (codes 30/57/63, chunk-name dispatch). Rust src/lodepng.rs:3073 stub, doc names C fn. matcher_forced=lodepng_load_file rejected: that is a REAL fn (file loader, codes 78/83) translating C lodepng_load_file."
decodeGeneric,lodepng.c,4831,"(out: unsigned char **, w: unsigned int *, h: unsigned int *, state: LodePNGState *, in: const unsigned char *, insize: size_t) -> void",decodeGeneric,decodeGeneric,CLAIMED,yes,Fixed_5_Compile_Failed,decodeGeneric,lodepng_encode,0.159,-0.215,ABSTAIN,CONFLICT,STUB:decodeGeneric,"STUB (Rust body is empty/returns default; correspondence by name+signature+doc-comment only, no body evidence exists in the crate). C 4799-4993 (codes 30/57/63/64/69/95). Rust src/lodepng.rs:3099 stub, doc names C fn. matcher_forced=lodepng_encode rejected: encoder placeholder."
lodepng_decode,lodepng.c,5029,"(out: unsigned char **, w: unsigned int *, h: unsigned int *, state: LodePNGState *, in: const unsigned char *, insize: size_t) -> unsigned int",lodepng_decode,lodepng_decode,CLAIMED,yes,Fixed_2_Compile_Failed,lodepng_decode,lodepng_decode,0.166,-0.208,ABSTAIN,unanimous,STUB:lodepng_decode,"STUB (Rust body is empty/returns default; correspondence by name+signature+doc-comment only, no body evidence exists in the crate). C 4996-5040 (code 56). Rust src/lodepng.rs:3221 stub (doc names C fn); duplicate same-name stub at src/lodepng.rs:3336."
lodepng_decode_memory,lodepng.c,5066,"(out: unsigned char **, w: unsigned int *, h: unsigned int *, in: const unsigned char *, insize: size_t, colortype: LodePNGColorType, bitdepth: unsigned int) -> unsigned int",lodepng_decode_memory,lodepng_decode_memory,CLAIMED,yes,Fixed_3_Compile_Failed,lodepng_decode_memory,lodepng_decode_memory,0.262,-0.131,ABSTAIN,unanimous,STUB:lodepng_decode_memory,"STUB (Rust body is empty/returns default; correspondence by name+signature+doc-comment only, no body evidence exists in the crate). C 5042-5054. Rust src/lodepng.rs:3267 stub; duplicate at src/lodepng.rs:3477."
lodepng_decode32,lodepng.c,5083,"(out: unsigned char **, w: unsigned int *, h: unsigned int *, in: const unsigned char *, insize: size_t) -> unsigned int",lodepng_decode32,lodepng_decode32,CLAIMED,yes,Fixed_5_Compile_Failed,lodepng_decode32,lodepng_decode24,0.267,-0.194,ABSTAIN,CONFLICT,STUB:lodepng_decode32,"STUB (Rust body is empty/returns default; correspondence by name+signature+doc-comment only, no body evidence exists in the crate). C 5056-5058. Rust src/lodepng.rs:3321 stub; duplicate at src/lodepng.rs:3353. matcher_forced=lodepng_decode24 rejected: decode24 placeholder."
lodepng_decode24,lodepng.c,5087,"(out: unsigned char **, w: unsigned int *, h: unsigned int *, in: const unsigned char *, insize: size_t) -> unsigned int",lodepng_decode;lodepng_state_cleanup,lodepng_decode,CLAIMED,yes,Fixed_5_Compile_Failed,lodepng_decode24,lodepng_decode32,0.267,-0.194,ABSTAIN,CONFLICT,STUB:lodepng_decode24,"STUB (Rust body is empty/returns default; correspondence by name+signature+doc-comment only, no body evidence exists in the crate). C 5060-5062. Rust src/lodepng.rs:3366 stub, doc names C fn. tool_claim lodepng_decode/lodepng_state_cleanup rejected: placeholders for other C fns (tool span mismatch). matcher_forced=lodepng_decode32 rejected."
lodepng_decode_file,lodepng.c,5092,"(out: unsigned char **, w: unsigned int *, h: unsigned int *, filename: const char *, colortype: LodePNGColorType, bitdepth: unsigned int) -> unsigned int",lodepng_decode32;lodepng_decode24;lodepng_decode_file,lodepng_decode32,CLAIMED,yes,Fixed_5_Compile_Failed,lodepng_decode_file,lodepng_decode_file,0.188,-0.198,ABSTAIN,CONFLICT,STUB:lodepng_decode_file,"STUB (Rust body is empty/returns default; correspondence by name+signature+doc-comment only, no body evidence exists in the crate). C 5065-5076 (load_file then decode_memory). Rust src/lodepng.rs:3385 stub, doc names C fn. tool_claim decode32/decode24 rejected: placeholders for other C fns."
lodepng_decode32_file,lodepng.c,5106,"(out: unsigned char **, w: unsigned int *, h: unsigned int *, filename: const char *) -> unsigned int",lodepng_decode32_file,lodepng_decode32_file,CLAIMED,yes,Fixed_3_Compile_Failed,lodepng_decode32_file,lodepng_decode24_file,0.198,-0.189,ABSTAIN,CONFLICT,STUB:lodepng_decode32_file,"STUB (Rust body is empty/returns default; correspondence by name+signature+doc-comment only, no body evidence exists in the crate). C 5078-5080. Rust src/lodepng.rs:1209 stub; duplicate at src/lodepng.rs:3430. matcher_forced=lodepng_decode24_file rejected."
lodepng_decode24_file,lodepng.c,5110,"(out: unsigned char **, w: unsigned int *, h: unsigned int *, filename: const char *) -> unsigned int",lodepng_load_file;lodepng_decode_memory,lodepng_load_file,CLAIMED,yes,Fixed_5_Compile_Failed,lodepng_decode24_file,lodepng_decode32_file,0.198,-0.189,ABSTAIN,CONFLICT,STUB:lodepng_decode24_file,"STUB (Rust body is empty/returns default; correspondence by name+signature+doc-comment only, no body evidence exists in the crate). C 5082-5084 (calls lodepng_decode_file with LCT_RGB,8). Rust src/lodepng.rs:1219 stub. tool_claim lodepng_load_file/lodepng_decode_memory rejected: those are callees of lodepng_decode_file, not this fn. matcher_forced=lodepng_decode32_file rejected."
lodepng_decoder_settings_init,lodepng.c,5115,(settings: LodePNGDecoderSettings *) -> void,lodepng_decode32_file;lodepng_decode24_file;lodepng_decoder_settings_init,lodepng_decode32_file,CLAIMED,yes,Fixed_5_Compile_Failed,lodepng_decoder_settings_init,lodepng_state_init,0.247,-0.201,ABSTAIN,CONFLICT,STUB:lodepng_decoder_settings_init,"STUB (Rust body is empty/returns default; correspondence by name+signature+doc-comment only, no body evidence exists in the crate). C 5089-5101. Rust src/lodepng.rs:1231 stub; duplicate same-name stub src/common/lodepng_mod.rs:27. tool_claim decode32_file/decode24_file rejected (other C fns). matcher_forced=lodepng_state_init rejected."
lodepng_state_init,lodepng.c,5133,(state: LodePNGState *) -> void,lodepng_state_init,lodepng_state_init,CLAIMED,yes,Fixed_5_Compile_Failed,lodepng_state_init,readChunk_cHRM,0.216,-0.125,ABSTAIN,CONFLICT,STUB:lodepng_state_init,"STUB (Rust body is empty/returns default; correspondence by name+signature+doc-comment only, no body evidence exists in the crate). C 5107-5120. Rust src/lodepng.rs:2467 stub; duplicate at src/lodepng.rs:2502. matcher_forced=readChunk_cHRM rejected: unrelated."
lodepng_state_cleanup,lodepng.c,5145,(state: LodePNGState *) -> void,lodepng_state_init,lodepng_state_init,CLAIMED,yes,Fixed_5_Compile_Failed,lodepng_state_cleanup,readChunk_tIME,0.217,-0.124,ABSTAIN,CONFLICT,STUB:lodepng_state_cleanup,"STUB (Rust body is empty/returns default; correspondence by name+signature+doc-comment only, no body evidence exists in the crate). C 5122-5126. Rust src/lodepng.rs:3348 stub; duplicate at src/lodepng.rs:3514. tool_claim=lodepng_state_init rejected (adjacent C fn). matcher_forced=readChunk_tIME rejected."
lodepng_state_copy,lodepng.c,5150,"(dest: LodePNGState *, source: const LodePNGState *) -> void",,,ELIDED,,Free_Function,lodepng_state_copy,LodePNGUnknownChunks_copy,0.229,-0.134,ABSTAIN,tool-says-elided,STUB:lodepng_state_copy,"STUB (Rust body is empty/returns default; correspondence by name+signature+doc-comment only, no body evidence exists in the crate). C 5128-5136. Rust src/lodepng.rs:2026 stub, doc names C fn. tool_claim ELIDED. matcher_forced=LodePNGUnknownChunks_copy rejected: different C fn."
writeSignature,lodepng.c,5168,(out: ucvector *) -> unsigned int,lodepng_state_copy,lodepng_state_copy,CLAIMED,yes,Fixed_5_Compile_Failed,writeSignature,writeSignature,0.204,-0.294,ABSTAIN,CONFLICT,STUB:writeSignature,"STUB (Rust body is empty/returns default; correspondence by name+signature+doc-comment only, no body evidence exists in the crate). C 5145-5150 (PNG signature bytes 137 80 78 71..., code 83). Rust src/lodepng.rs:2273 stub. tool_claim=lodepng_state_copy rejected: adjacent C fn placeholder. No signature-byte literal in crate."
